"بازگشایی
؟","کمترین
؟","بیشترین
؟","پایانی
؟",میزان تغییر,درصد تغییر,تاریخ / میلادی,تاریخ / شمسی
"628,900","628,700","636,300","635,500",6150,0.98%,2024/10/09,1403/07/18
"624,800","624,200","629,800","629,350",3900,0.62%,2024/10/08,1403/07/17
"627,650","625,000","628,300","625,450",3000,0.48%,2024/10/07,1403/07/16
"634,600","626,700","634,800","628,450",6100,0.97%,2024/10/06,1403/07/15
"624,350","624,200","634,800","634,550",10650,1.71%,2024/10/05,1403/07/14
"615,850","614,300","624,800","623,900",3000,0.48%,2024/10/04,1403/07/13
"621,300","620,900","631,300","626,900",4350,0.7%,2024/10/02,1403/07/11
"619,850","611,700","622,800","622,550",7600,1.24%,2024/10/01,1403/07/10
"605,800","605,200","615,400","614,950",11200,1.86%,2024/09/30,1403/07/09
"606,200","602,200","606,600","603,750",2350,0.39%,2024/09/29,1403/07/08
"609,450","601,300","609,700","606,100",900,0.15%,2024/09/28,1403/07/07
"598,050","597,800","615,300","607,000",6700,1.12%,2024/09/27,1403/07/06
"602,500","599,300","604,800","600,300",3150,0.53%,2024/09/25,1403/07/04
"603,150","596,500","603,400","597,150",7700,1.29%,2024/09/24,1403/07/03
"598,400","598,200","606,500","604,850",7050,1.18%,2024/09/23,1403/07/02
"595,250","593,800","597,800","597,800",2300,0.39%,2024/09/22,1403/07/01
"592,500","590,900","595,800","595,500",3200,0.54%,2024/09/21,1403/06/31
"591,450","590,500","592,500","592,300",50,0.01%,2024/09/18,1403/06/28
"595,100","592,200","597,550","592,350",2800,0.47%,2024/09/17,1403/06/27
"591,900","590,800","596,200","595,150",4150,0.7%,2024/09/16,1403/06/26
"591,050","588,500","593,800","591,000",600,0.1%,2024/09/15,1403/06/25
"594,250","589,200","594,700","590,400",3500,0.59%,2024/09/14,1403/06/24
"594,900","593,200","596,100","593,900",3600,0.61%,2024/09/13,1403/06/23
"596,000","594,900","598,300","597,500",1350,0.23%,2024/09/10,1403/06/20
"594,750","592,400","598,000","596,150",600,0.1%,2024/09/09,1403/06/19
"594,400","594,400","598,000","596,750",2250,0.38%,2024/09/08,1403/06/18
"596,700","593,500","598,300","594,500",3000,0.5%,2024/09/07,1403/06/17
"599,200","597,500","599,600","597,500",1500,0.25%,2024/09/06,1403/06/16
"599,400","599,000","599,600","599,000",100,0.02%,2024/09/04,1403/06/14
"592,000","591,500","600,600","598,900",100,0.02%,2024/09/02,1403/06/12
"594,500","590,700","600,300","599,000",4200,0.71%,2024/08/31,1403/06/10
"593,900","592,400","598,200","594,800",850,0.14%,2024/08/30,1403/06/09
"592,050","589,900","596,400","593,950",3950,0.67%,2024/08/28,1403/06/07
"589,350","588,800","596,600","590,000",1250,0.21%,2024/08/27,1403/06/06
"593,600","584,400","593,900","591,250",1950,0.33%,2024/08/26,1403/06/05
"590,400","590,300","597,400","593,200",10550,1.81%,2024/08/25,1403/06/04
"582,450","579,900","585,900","582,650",1450,0.25%,2024/08/23,1403/06/02
"586,700","581,900","590,100","584,100",2500,0.43%,2024/08/21,1403/05/31
"581,050","578,250","587,900","581,600",1750,0.3%,2024/08/20,1403/05/30
"587,800","578,650","590,000","579,850",3250,0.56%,2024/08/19,1403/05/29
"580,450","579,050","589,100","583,100",2600,0.45%,2024/08/18,1403/05/28
"583,400","575,200","583,800","577,050",10600,1.84%,2024/08/16,1403/05/26
"586,350","584,800","590,100","587,650",700,0.12%,2024/08/14,1403/05/24
"591,500","587,600","593,500","588,350",7350,1.25%,2024/08/13,1403/05/23
"598,800","592,700","599,100","595,700",4550,0.76%,2024/08/12,1403/05/22
"595,350","594,850","602,100","600,250",6150,1.04%,2024/08/11,1403/05/21
"598,400","588,700","598,400","594,100",3600,0.61%,2024/08/10,1403/05/20
"603,800","594,900","604,400","597,700",12300,2.06%,2024/08/09,1403/05/19
"616,200","604,200","616,200","610,000",4010,0.66%,2024/08/07,1403/05/17
"609,370","602,300","615,300","614,010",2610,0.43%,2024/08/06,1403/05/16
"601,080","600,800","617,400","611,400",3500,0.57%,2024/08/05,1403/05/15
"607,890","601,600","620,500","614,900",5900,0.97%,2024/08/04,1403/05/14
"614,530","602,900","614,600","609,000",6270,1.03%,2024/08/03,1403/05/13
"611,790","608,710","616,750","615,270",9270,1.53%,2024/08/02,1403/05/12
"598,560","598,500","607,100","606,000",5600,0.93%,2024/07/31,1403/05/10
"595,000","594,610","606,400","600,400",6900,1.16%,2024/07/30,1403/05/09
"588,900","588,300","594,500","593,500",4100,0.7%,2024/07/29,1403/05/08
"590,520","584,600","592,700","589,400",1440,0.24%,2024/07/28,1403/05/07
"587,380","587,000","592,200","590,840",4380,0.75%,2024/07/27,1403/05/06
"587,650","585,600","588,200","586,460",1150,0.2%,2024/07/26,1403/05/05
"583,390","583,300","588,200","587,610",3010,0.51%,2024/07/24,1403/05/03
"582,970","582,300","585,200","584,600",2840,0.49%,2024/07/23,1403/05/02
"579,600","579,320","583,700","581,760",5800,1.01%,2024/07/22,1403/05/01
"575,850","574,300","578,700","575,960",150,0.03%,2024/07/21,1403/04/31
"577,750","575,000","579,200","576,110",340,0.06%,2024/07/20,1403/04/30
"571,860","571,600","576,000","575,770",3570,0.62%,2024/07/19,1403/04/29
"573,780","571,400","574,000","572,200",1100,0.19%,2024/07/17,1403/04/27
"582,470","572,900","582,500","573,300",5870,1.02%,2024/07/16,1403/04/26
"583,300","578,900","583,700","579,170",730,0.13%,2024/07/13,1403/04/23
"579,420","576,400","579,900","579,900",250,0.04%,2024/07/12,1403/04/22
"584,760","579,400","585,100","579,650",5450,0.94%,2024/07/10,1403/04/20
"588,600","584,700","588,800","585,100",3690,0.63%,2024/07/09,1403/04/19
"588,400","588,400","588,800","588,790",270,0.05%,2024/07/08,1403/04/18
"588,610","588,400","588,800","588,520",10,-,2024/07/07,1403/04/17
"588,570","588,400","588,700","588,510",9790,1.66%,2024/07/06,1403/04/16
"608,460","582,140","608,550","598,300",10460,1.75%,2024/07/05,1403/04/15
"602,360","601,300","611,950","608,760",5010,0.83%,2024/07/03,1403/04/13
"606,980","598,400","611,450","603,750",4390,0.73%,2024/07/02,1403/04/12
"613,950","606,400","616,000","608,140",5480,0.9%,2024/07/01,1403/04/11
"615,600","611,810","615,800","613,620",3290,0.54%,2024/06/30,1403/04/10
"615,340","615,000","618,000","616,910",6710,1.1%,2024/06/29,1403/04/09
"597,600","586,000","618,400","610,200",7000,1.16%,2024/06/28,1403/04/08
"609,000","598,200","617,200","603,200",2000,0.33%,2024/06/26,1403/04/06
"610,300","592,000","613,500","601,200",3300,0.55%,2024/06/25,1403/04/05
"606,500","595,900","612,400","604,500",1800,0.3%,2024/06/23,1403/04/03
"608,300","598,600","614,000","602,700",1500,0.25%,2024/06/22,1403/04/02
"597,200","593,900","608,700","601,200",13600,2.26%,2024/06/21,1403/04/01
"605,700","596,800","627,300","614,800",18700,3.14%,2024/06/19,1403/03/30
"603,600","583,900","614,400","596,100",8600,1.44%,2024/06/18,1403/03/29
"605,000","592,100","610,400","604,700",2100,0.35%,2024/06/17,1403/03/28
"614,200","590,300","623,100","602,600",6100,1.02%,2024/06/15,1403/03/26
"610,000","586,300","618,200","596,500",19400,3.25%,2024/06/14,1403/03/25
"605,000","599,100","620,700","615,900",7600,1.25%,2024/06/12,1403/03/23
"614,200","603,000","621,500","608,300",1600,0.26%,2024/06/11,1403/03/22
"613,100","605,800","619,800","609,900",1400,0.23%,2024/06/10,1403/03/21
"599,100","592,400","619,500","608,500",3100,0.51%,2024/06/09,1403/03/20
"613,000","602,800","618,700","611,600",7700,1.28%,2024/06/08,1403/03/19
"614,100","595,200","621,100","603,900",2000,0.33%,2024/06/07,1403/03/18
"611,200","596,900","617,600","601,900",2100,0.35%,2024/06/05,1403/03/16
"607,700","595,000","619,400","599,800",3300,0.55%,2024/06/04,1403/03/15
"601,400","588,800","607,300","603,100",3500,0.58%,2024/06/01,1403/03/12
"611,600","594,800","622,900","599,600",5800,0.97%,2024/05/31,1403/03/11
"612,400","598,600","617,200","605,400",11100,1.83%,2024/05/29,1403/03/09
"603,100","590,900","626,200","616,500",18300,3.06%,2024/05/28,1403/03/08
"597,000","585,400","607,700","598,200",15900,2.66%,2024/05/27,1403/03/07
"609,200","599,000","625,900","614,100",1900,0.31%,2024/05/26,1403/03/06
"612,200","601,700","622,900","612,200",2300,0.38%,2024/05/25,1403/03/05
"597,400","586,800","627,000","614,500",13800,2.3%,2024/05/24,1403/03/04
"596,000","584,600","606,200","600,700",300,0.05%,2024/05/22,1403/03/02
"603,000","597,800","607,800","601,000",3700,0.62%,2024/05/21,1403/03/01
"611,000","594,500","622,900","604,700",900,0.15%,2024/05/20,1403/02/31
"608,700","598,000","611,900","605,600",3000,0.5%,2024/05/19,1403/02/30
"614,400","600,900","621,700","608,600",900,0.15%,2024/05/18,1403/02/29
"610,700","596,300","622,600","607,700",7100,1.18%,2024/05/17,1403/02/28
"615,200","593,900","625,600","600,600",3300,0.55%,2024/05/15,1403/02/26
"602,900","586,700","613,400","597,300",2300,0.39%,2024/05/14,1403/02/25
"594,850","594,800","595,600","595,000",34000,5.71%,2024/05/13,1403/02/24
"620,200","614,500","634,400","629,000",27400,4.55%,2024/05/12,1403/02/23
"604,800","589,800","609,600","601,600",32100,5.34%,2024/05/11,1403/02/22
"627,700","621,200","641,000","633,700",900,0.14%,2024/05/10,1403/02/21
"632,100","627,100","647,100","634,600",35100,5.85%,2024/05/08,1403/02/19
"631,200","594,200","637,700","599,500",2300,0.39%,2024/05/07,1403/02/18
"608,000","586,800","616,600","597,200",5000,0.84%,2024/05/06,1403/02/17
"609,000","595,100","612,300","602,200",3900,0.65%,2024/05/05,1403/02/16
"621,500","599,200","633,300","606,100",8800,1.47%,2024/05/04,1403/02/15
"622,300","591,300","631,800","597,300",33700,5.64%,2024/05/01,1403/02/12
"615,900","605,000","643,400","631,000",13100,2.08%,2024/04/30,1403/02/11
"621,400","613,100","653,100","644,100",16600,2.65%,2024/04/29,1403/02/10
"610,000","605,900","635,000","627,500",7400,1.19%,2024/04/28,1403/02/09
"614,300","608,500","626,600","620,100",19500,3.25%,2024/04/27,1403/02/08
"637,200","595,600","643,000","600,600",43600,7.26%,2024/04/26,1403/02/07
"608,000","598,200","649,600","644,200",30500,4.97%,2024/04/24,1403/02/05
"631,400","606,000","642,500","613,700",4600,0.75%,2024/04/23,1403/02/04
"596,000","586,600","625,400","618,300",21800,3.53%,2024/04/22,1403/02/03
"616,300","612,600","648,600","640,100",12500,1.99%,2024/04/21,1403/02/02
"597,300","594,100","634,500","627,600",1400,0.22%,2024/04/20,1403/02/01
"621,400","609,900","634,000","629,000",28100,4.68%,2024/04/19,1403/01/31
"637,300","596,800","644,100","600,900",3000,0.5%,2024/04/17,1403/01/29
"622,500","593,200","633,200","597,900",21300,3.56%,2024/04/16,1403/01/28
"626,700","607,300","633,700","619,200",19200,3.1%,2024/04/15,1403/01/27
"637,100","624,300","645,200","638,400",19600,3.17%,2024/04/14,1403/01/26
"622,700","611,600","630,200","618,800",22200,3.59%,2024/04/13,1403/01/25
"615,700","610,200","645,900","641,000",4000,0.63%,2024/04/12,1403/01/24
"624,600","613,100","640,500","637,000",28300,4.65%,2024/04/08,1403/01/20
"637,200","604,000","643,400","608,700",31300,5.14%,2024/04/07,1403/01/19
"606,800","594,000","643,300","640,000",7000,1.09%,2024/04/06,1403/01/18
"647,000","647,000","647,000","647,000",6000,0.94%,2024/04/05,1403/01/17
"635,620","635,500","644,100","641,000",6260,0.99%,2024/04/03,1403/01/15
"627,730","627,500","634,750","634,740",1840,0.29%,2024/04/02,1403/01/14
"623,120","623,000","632,900","632,900",14566,2.36%,2024/04/01,1403/01/13
"620,645","607,884","627,285","618,334",1754,0.28%,2024/03/29,1403/01/10
"617,050","615,750","617,100","616,580",2630,0.43%,2024/03/27,1403/01/08
"608,000","607,950","614,100","613,950",5570,0.92%,2024/03/26,1403/01/07
"612,600","607,870","612,600","608,380",5650,0.93%,2024/03/25,1403/01/06
"616,550","613,750","617,090","614,030",4070,0.66%,2024/03/24,1403/01/05
"608,730","608,700","618,440","618,100",14590,2.42%,2024/03/23,1403/01/04
"600,320","600,270","604,100","603,510",3250,0.54%,2024/03/17,1402/12/27
"600,250","599,750","603,600","600,260",820,0.14%,2024/03/16,1402/12/26
"595,280","593,000","601,100","601,080",7280,1.23%,2024/03/15,1402/12/25
"595,330","591,900","595,340","593,800",1540,0.26%,2024/03/13,1402/12/23
"596,750","592,250","597,030","595,340",1750,0.29%,2024/03/12,1402/12/22
"598,830","595,560","599,600","597,090",2320,0.39%,2024/03/11,1402/12/21
"593,320","592,550","600,100","599,410",6560,1.11%,2024/03/10,1402/12/20
"601,070","592,250","601,070","592,850",12490,2.11%,2024/03/09,1402/12/19
"608,930","603,750","609,600","605,340",299,0.05%,2024/03/08,1402/12/18
"609,152","595,100","615,852","605,639",4251,0.7%,2024/03/06,1402/12/16
"609,370","604,150","610,600","609,890",420,0.07%,2024/03/05,1402/12/15
"606,720","598,165","620,988","609,470",4450,0.74%,2024/03/04,1402/12/14
"598,550","598,060","605,100","605,020",11630,1.96%,2024/03/03,1402/12/13
"592,990","590,750","595,600","593,390",260,0.04%,2024/03/02,1402/12/12
"592,390","591,750","601,100","593,130",8470,1.45%,2024/03/01,1402/12/11
"581,060","580,750","585,100","584,660",3570,0.61%,2024/02/28,1402/12/09
"588,080","579,260","588,600","581,090",4960,0.85%,2024/02/27,1402/12/08
"580,310","579,760","586,600","586,050",3559,0.61%,2024/02/26,1402/12/07
"573,221","567,144","592,684","582,491",9821,1.71%,2024/02/25,1402/12/06
"572,580","571,950","574,400","572,670",40,0.01%,2024/02/23,1402/12/04
"570,310","570,110","573,900","572,710",2420,0.42%,2024/02/21,1402/12/02
"567,450","567,270","572,100","570,290",5230,0.93%,2024/02/20,1402/12/01
"570,340","563,450","570,600","565,060",5300,0.94%,2024/02/19,1402/11/30
"569,990","568,950","572,100","570,360",940,0.16%,2024/02/18,1402/11/29
"562,280","559,480","563,100","563,020",2750,0.49%,2024/02/16,1402/11/27
"557,210","556,450","560,800","560,270",4470,0.8%,2024/02/14,1402/11/25
"556,770","553,950","556,770","555,800",1110,0.2%,2024/02/13,1402/11/24
"551,460","551,450","554,900","554,690",2740,0.5%,2024/02/12,1402/11/23
"551,450","550,750","555,300","551,950",2930,0.53%,2024/02/11,1402/11/22
"552,900","548,260","552,900","549,020",8360,1.52%,2024/02/09,1402/11/20
"552,300","552,250","559,100","557,380",365,0.07%,2024/02/06,1402/11/17
"551,817","546,354","566,094","557,015",3135,0.57%,2024/02/05,1402/11/16
"551,330","544,250","558,530","553,880",2510,0.46%,2024/02/04,1402/11/15
"561,290","549,760","561,570","551,370",12410,2.25%,2024/02/03,1402/11/14
"580,090","563,750","580,090","563,780",12716,2.26%,2024/02/02,1402/11/13
"580,400","566,234","584,869","576,496",7534,1.31%,2024/01/31,1402/11/11
"582,390","579,270","584,600","584,030",1140,0.2%,2024/01/30,1402/11/10
"588,990","571,410","591,100","582,890",100,0.02%,2024/01/29,1402/11/09
"562,550","562,550","583,600","582,990",24360,4.36%,2024/01/28,1402/11/08
"560,470","555,810","560,590","558,630",4370,0.78%,2024/01/27,1402/11/07
"553,520","553,290","571,330","563,000",6410,1.15%,2024/01/26,1402/11/06
"549,070","548,750","556,600","556,590",7670,1.4%,2024/01/23,1402/11/03
"541,350","540,760","549,100","548,920",8410,1.56%,2024/01/22,1402/11/02
"539,050","536,250","542,100","540,510",1430,0.27%,2024/01/21,1402/11/01
"541,030","537,750","542,600","539,080",3150,0.58%,2024/01/20,1402/10/30
"539,030","536,470","542,600","542,230",1940,0.36%,2024/01/19,1402/10/29
"538,550","535,250","543,600","540,290",3780,0.7%,2024/01/17,1402/10/27
"530,030","529,760","537,100","536,510",7470,1.41%,2024/01/16,1402/10/26
"526,040","525,950","529,600","529,040",4410,0.84%,2024/01/15,1402/10/25
"521,910","521,810","525,100","524,630",3770,0.72%,2024/01/14,1402/10/24
"524,170","519,770","531,530","520,860",3820,0.73%,2024/01/13,1402/10/23
"517,110","517,110","525,970","524,680",8660,1.68%,2024/01/12,1402/10/22
"520,960","515,650","521,680","516,020",3760,0.73%,2024/01/10,1402/10/20
"516,480","516,450","520,200","519,780",4940,0.96%,2024/01/09,1402/10/19
"509,670","509,670","515,700","514,840",5350,1.05%,2024/01/08,1402/10/18
"509,560","507,870","510,100","509,490",270,0.05%,2024/01/07,1402/10/17
"509,890","505,350","510,100","509,760",20,-,2024/01/06,1402/10/16
"511,940","508,850","513,020","509,740",4430,0.87%,2024/01/05,1402/10/15
"511,290","510,850","515,080","514,170",5880,1.16%,2024/01/03,1402/10/13
"506,280","505,960","509,000","508,290",1860,0.37%,2024/01/02,1402/10/12
"505,280","504,750","506,500","506,430",450,0.09%,2024/01/01,1402/10/11
"506,160","504,450","506,680","505,980",350,0.07%,2023/12/31,1402/10/10
"505,020","504,650","505,690","505,630",530,0.1%,2023/12/30,1402/10/09
"505,490","504,950","507,670","506,160",2970,0.59%,2023/12/29,1402/10/08
"501,510","501,510","503,680","503,190",260,0.05%,2023/12/27,1402/10/06
"500,960","500,750","503,680","503,450",2410,0.48%,2023/12/26,1402/10/05
"500,960","500,950","503,180","501,040",150,0.03%,2023/12/25,1402/10/04
"500,890","500,890","500,890","500,890",200,0.04%,2023/12/24,1402/10/03
"502,450","500,450","503,400","500,690",2320,0.46%,2023/12/23,1402/10/02
"503,090","502,450","504,490","503,010",2250,0.45%,2023/12/22,1402/10/01
"498,390","498,160","501,680","500,760",48,0.01%,2023/12/20,1402/09/29
"500,205","493,602","507,872","500,712",152,0.03%,2023/12/19,1402/09/28
"502,420","500,450","510,620","500,560",1820,0.36%,2023/12/18,1402/09/27
"503,470","501,950","504,200","502,380",2290,0.46%,2023/12/17,1402/09/26
"504,960","504,060","505,500","504,670",-,-,2023/12/15,1402/09/24
"504,380","503,980","505,200","504,670",210,0.04%,2023/12/13,1402/09/22
"503,980","503,450","504,700","504,460",180,0.04%,2023/12/12,1402/09/21
"506,160","504,450","506,400","504,640",1530,0.3%,2023/12/11,1402/09/20
"505,190","504,850","506,200","506,170",820,0.16%,2023/12/10,1402/09/19
"505,410","504,150","506,200","505,350",40,0.01%,2023/12/09,1402/09/18
"504,550","504,150","506,500","505,310",140,0.03%,2023/12/08,1402/09/17
"505,170","504,460","505,900","505,170",930,0.18%,2023/12/06,1402/09/15
"506,310","503,050","506,310","504,240",770,0.15%,2023/12/05,1402/09/14
"505,990","504,010","506,010","505,010",1500,0.3%,2023/12/04,1402/09/13
"505,750","505,100","506,510","506,510",600,0.12%,2023/12/03,1402/09/12
"504,750","504,300","506,910","505,910",1080,0.21%,2023/12/02,1402/09/11
"504,820","503,300","506,010","504,830",2120,0.42%,2023/12/01,1402/09/10
"507,470","506,800","508,510","506,950",60,0.01%,2023/11/29,1402/09/08
"504,160","501,500","509,510","507,010",778,0.15%,2023/11/28,1402/09/07
"504,570","498,918","513,420","506,232",1992,0.4%,2023/11/27,1402/09/06
"504,880","501,860","505,600","504,240",1730,0.34%,2023/11/26,1402/09/05
"504,010","502,000","505,510","502,510",1770,0.35%,2023/11/25,1402/09/04
"504,010","502,100","506,010","504,280",540,0.11%,2023/11/24,1402/09/03
"502,320","501,300","504,010","503,740",1550,0.31%,2023/11/22,1402/09/01
"504,470","501,510","504,510","502,190",200,0.04%,2023/11/21,1402/08/30
"502,510","501,300","506,510","501,990",2020,0.4%,2023/11/20,1402/08/29
"501,900","501,510","504,510","504,010",970,0.19%,2023/11/19,1402/08/28
"506,650","502,850","507,400","503,040",3360,0.67%,2023/11/18,1402/08/27
"508,520","505,550","508,600","506,400",3030,0.6%,2023/11/17,1402/08/26
"510,380","508,850","510,600","509,430",360,0.07%,2023/11/15,1402/08/24
"511,550","508,850","511,600","509,070",2440,0.48%,2023/11/14,1402/08/23
"510,550","509,850","512,400","511,510",290,0.06%,2023/11/13,1402/08/22
"513,740","510,850","513,900","511,800",1570,0.31%,2023/11/12,1402/08/21
"514,980","512,550","515,100","513,370",120,0.02%,2023/11/11,1402/08/20
"514,580","512,850","515,600","513,250",280,0.05%,2023/11/10,1402/08/19
"514,020","513,350","514,600","513,530",3010,0.59%,2023/11/08,1402/08/17
"511,790","509,850","514,600","510,520",1670,0.33%,2023/11/07,1402/08/16
"513,590","511,850","513,600","512,190",1330,0.26%,2023/11/06,1402/08/15
"514,540","512,190","514,600","513,520",1160,0.23%,2023/11/05,1402/08/14
"514,570","512,350","516,100","512,360",960,0.19%,2023/11/04,1402/08/13
"517,600","510,350","517,600","511,400",9950,1.95%,2023/11/03,1402/08/12
"518,510","518,130","521,600","521,350",4490,0.87%,2023/11/01,1402/08/10
"514,980","513,650","518,100","516,860",480,0.09%,2023/10/31,1402/08/09
"516,820","515,440","518,090","516,380",1780,0.35%,2023/10/30,1402/08/08
"511,940","510,650","514,600","514,600",1210,0.24%,2023/10/29,1402/08/07
"519,360","513,350","519,600","513,390",8100,1.58%,2023/10/28,1402/08/06
"519,870","518,850","522,600","521,490",5400,1.05%,2023/10/27,1402/08/05
"512,080","511,360","516,600","516,090",4230,0.83%,2023/10/25,1402/08/03
"509,090","508,850","512,100","511,860",4320,0.85%,2023/10/24,1402/08/02
"511,510","505,850","511,600","507,540",1380,0.27%,2023/10/23,1402/08/01
"507,850","506,150","507,900","506,160",202,0.04%,2023/10/22,1402/07/30
"503,140","494,033","515,982","506,362",18,-,2023/10/21,1402/07/29
"513,595","504,836","523,969","508,805",3725,0.73%,2023/10/18,1402/07/26
"514,030","512,350","515,100","513,360",3440,0.67%,2023/10/17,1402/07/25
"503,490","503,350","510,600","509,920",6940,1.38%,2023/10/16,1402/07/24
"506,460","502,850","506,600","502,980",4540,0.9%,2023/10/15,1402/07/23
"508,530","507,000","508,640","507,520",4180,0.82%,2023/10/14,1402/07/22
"511,700","511,700","511,700","511,700",3830,0.75%,2023/10/12,1402/07/20
"516,910","513,800","517,100","515,530",2200,0.43%,2023/10/11,1402/07/19
"519,100","517,300","519,600","517,730",2840,0.55%,2023/10/10,1402/07/18
"530,600","520,300","531,600","520,570",6960,1.34%,2023/10/09,1402/07/17
"530,070","526,830","536,600","527,530",3130,0.6%,2023/10/08,1402/07/16
"513,590","513,360","524,600","524,400",25430,5.1%,2023/10/07,1402/07/15
"498,970","498,910","498,970","498,970",40,0.01%,2023/10/05,1402/07/13
"496,710","496,700","499,100","499,010",2770,0.56%,2023/10/04,1402/07/12
"495,900","495,600","496,800","496,240",260,0.05%,2023/10/02,1402/07/10
"496,970","495,600","497,500","496,500",960,0.19%,2023/10/01,1402/07/09
"495,130","495,100","497,100","495,540",160,0.03%,2023/09/30,1402/07/08
"495,380","495,380","495,380","495,380",2000,0.4%,2023/09/28,1402/07/06
"492,910","492,800","497,900","497,380",2900,0.59%,2023/09/27,1402/07/05
"494,560","494,320","494,560","494,480",540,0.11%,2023/09/26,1402/07/04
"495,020","495,020","495,020","495,020",1440,0.29%,2023/09/25,1402/07/03
"493,580","493,580","493,580","493,580",350,0.07%,2023/09/23,1402/07/01
"493,930","493,930","493,930","493,930",-,-,2023/09/21,1402/06/30
"494,180","491,150","494,430","493,930",2780,0.57%,2023/09/20,1402/06/29
"493,800","490,300","496,450","491,150",5300,1.08%,2023/09/19,1402/06/28
"496,620","494,210","496,790","496,450",1120,0.23%,2023/09/18,1402/06/27
"495,800","493,710","496,270","495,330",3980,0.8%,2023/09/17,1402/06/26
"499,310","499,310","499,310","499,310",-,-,2023/09/13,1402/06/22
"499,900","497,000","500,490","499,310",2310,0.46%,2023/09/12,1402/06/21
"497,150","494,160","497,300","497,000",1250,0.25%,2023/09/11,1402/06/20
"497,110","495,750","498,470","495,750",900,0.18%,2023/09/10,1402/06/19
"497,245","496,230","497,840","496,650",740,0.15%,2023/09/09,1402/06/18
"495,910","495,910","495,910","495,910",130,0.03%,2023/09/07,1402/06/16
"496,040","496,040","496,040","496,040",-,-,2023/09/05,1402/06/14
"496,865","495,930","497,690","496,040",360,0.07%,2023/09/04,1402/06/13
"497,205","495,400","498,010","496,400",260,0.05%,2023/09/03,1402/06/12
"497,575","494,250","498,490","496,660",6460,1.32%,2023/09/02,1402/06/11
"490,200","490,200","490,200","490,200",-,-,2023/08/31,1402/06/09
"490,605","489,300","491,010","490,200",810,0.17%,2023/08/30,1402/06/08
"491,865","490,630","492,720","491,010",250,0.05%,2023/08/29,1402/06/07
"491,255","489,910","491,750","490,760",630,0.13%,2023/08/28,1402/06/06
"490,875","489,430","491,620","490,130",1490,0.3%,2023/08/27,1402/06/05
"492,065","488,720","492,510","491,620",50,0.01%,2023/08/26,1402/06/04
"491,670","491,670","491,670","491,670",-,-,2023/08/24,1402/06/02
"491,695","489,330","491,720","491,670",1440,0.29%,2023/08/23,1402/06/01
"491,540","490,230","492,850","490,230",2500,0.51%,2023/08/22,1402/05/31
"493,075","486,950","493,420","492,730",5780,1.19%,2023/08/21,1402/05/30
"487,480","486,270","488,010","486,950",970,0.2%,2023/08/20,1402/05/29
"488,960","487,210","490,000","487,920",660,0.14%,2023/08/19,1402/05/28
"488,580","488,580","488,580","488,580",-,-,2023/08/17,1402/05/26
"489,025","487,390","489,470","488,580",860,0.18%,2023/08/16,1402/05/25
"491,945","489,070","494,450","489,440",3040,0.62%,2023/08/15,1402/05/24
"492,965","490,980","493,450","492,480",480,0.1%,2023/08/14,1402/05/23
"493,455","491,370","493,950","492,960",1540,0.31%,2023/08/13,1402/05/22
"492,205","485,410","492,990","491,420",5310,1.08%,2023/08/12,1402/05/21
"496,730","496,590","496,730","496,730",140,0.03%,2023/08/10,1402/05/19
"496,660","495,420","496,730","496,590",1170,0.24%,2023/08/09,1402/05/18
"495,945","493,250","496,470","495,420",1920,0.39%,2023/08/08,1402/05/17
"494,970","492,700","496,440","493,500",2940,0.6%,2023/08/07,1402/05/16
"496,915","495,750","497,390","496,440",120,0.02%,2023/08/06,1402/05/15
"496,905","494,510","497,490","496,320",2350,0.47%,2023/08/05,1402/05/14
"500,370","491,630","505,420","498,670",1420,0.28%,2023/08/02,1402/05/11
"497,470","489,210","503,440","500,090",610,0.12%,2023/08/01,1402/05/10
"501,845","493,660","502,990","500,700",7040,1.43%,2023/07/31,1402/05/09
"493,660","487,410","493,660","493,660",5690,1.17%,2023/07/30,1402/05/08
"489,700","487,550","491,430","487,970",1020,0.21%,2023/07/29,1402/05/07
"489,995","488,990","491,000","488,990",1260,0.26%,2023/07/26,1402/05/04
"490,925","488,370","491,600","490,250",1880,0.38%,2023/07/25,1402/05/03
"488,620","483,900","488,870","488,370",2230,0.46%,2023/07/24,1402/05/02
"486,270","480,160","486,400","486,140",2780,0.58%,2023/07/23,1402/05/01
"484,585","481,660","485,810","483,360",3010,0.62%,2023/07/22,1402/04/31
"486,370","486,370","486,370","486,370",-,-,2023/07/20,1402/04/29
"486,620","482,680","486,870","486,370",1670,0.34%,2023/07/19,1402/04/28
"486,435","484,600","488,170","484,700",3470,0.72%,2023/07/18,1402/04/27
"489,415","484,870","490,660","488,170",10,-,2023/07/17,1402/04/26
"488,250","483,700","488,320","488,180",4480,0.93%,2023/07/16,1402/04/25
"486,045","483,270","488,390","483,700",8910,1.84%,2023/07/15,1402/04/24
"492,610","492,610","492,610","492,610",-,-,2023/07/13,1402/04/22
"492,755","491,660","492,900","492,610",180,0.04%,2023/07/12,1402/04/21
"492,900","489,620","493,370","492,430",970,0.2%,2023/07/11,1402/04/20
"494,875","490,400","498,290","491,460",6830,1.39%,2023/07/10,1402/04/19
"498,980","496,610","499,670","498,290",1340,0.27%,2023/07/09,1402/04/18
"499,765","495,620","499,900","499,630",3500,0.7%,2023/07/08,1402/04/17
