"بازگشایی
؟","کمترین
؟","بیشترین
؟","پایانی
؟",میزان تغییر,درصد تغییر,تاریخ / میلادی,تاریخ / شمسی
"354,980","351,980","355,090","353,770",1300,0.37%,2025/12/16,1404/09/25
"354,090","354,020","358,760","355,070",1890,0.54%,2025/12/15,1404/09/24
"350,110","347,220","353,390","353,180",1990,0.57%,2025/12/14,1404/09/23
"342,220","342,050","351,550","351,190",8730,2.55%,2025/12/13,1404/09/22
"339,680","337,410","342,690","342,460",2110,0.62%,2025/12/11,1404/09/20
"340,520","338,090","340,790","340,350",150,0.04%,2025/12/10,1404/09/19
"343,170","338,640","345,010","340,200",3860,1.13%,2025/12/09,1404/09/18
"337,910","337,820","344,060","344,060",6440,1.91%,2025/12/08,1404/09/17
"332,520","332,520","337,660","337,620",5440,1.64%,2025/12/07,1404/09/16
"326,000","325,980","332,760","332,180",6140,1.88%,2025/12/06,1404/09/15
"327,740","325,560","328,530","326,040",1930,0.59%,2025/12/04,1404/09/13
"324,270","324,200","329,350","327,970",4650,1.44%,2025/12/03,1404/09/12
"324,450","320,930","324,450","323,320",740,0.23%,2025/12/02,1404/09/11
"320,480","320,390","325,130","324,060",4410,1.38%,2025/12/01,1404/09/10
"315,660","315,640","319,690","319,650",4240,1.34%,2025/11/30,1404/09/09
"310,340","310,330","315,470","315,410",4510,1.45%,2025/11/29,1404/09/08
"309,420","309,360","311,640","310,900",1460,0.47%,2025/11/27,1404/09/06
"308,960","308,270","310,280","309,440",500,0.16%,2025/11/26,1404/09/05
"308,610","307,180","310,010","308,940",770,0.25%,2025/11/25,1404/09/04
"307,030","306,520","309,890","309,710",2280,0.74%,2025/11/23,1404/09/02
"309,060","307,060","309,080","307,430",1760,0.57%,2025/11/22,1404/09/01
"309,150","308,540","310,960","309,190",270,0.09%,2025/11/20,1404/08/29
"306,930","304,450","309,060","308,920",2420,0.79%,2025/11/19,1404/08/28
"306,360","305,680","307,420","306,500",60,0.02%,2025/11/18,1404/08/27
"306,060","305,540","306,880","306,440",950,0.31%,2025/11/17,1404/08/26
"307,600","304,750","308,260","305,490",1710,0.56%,2025/11/16,1404/08/25
"305,260","305,150","309,890","307,200",590,0.19%,2025/11/15,1404/08/24
"306,590","306,360","309,470","306,610",20,0.01%,2025/11/13,1404/08/22
"306,430","306,220","307,290","306,630",7540,2.52%,2025/11/12,1404/08/21
"293,260","293,150","299,250","299,090",5940,2.03%,2025/11/11,1404/08/20
"293,720","293,010","293,800","293,150",550,0.19%,2025/11/10,1404/08/19
"293,440","293,420","294,080","293,700",100,0.03%,2025/11/09,1404/08/18
"293,860","292,880","294,210","293,600",180,0.06%,2025/11/08,1404/08/17
"293,740","293,150","293,940","293,780",60,0.02%,2025/11/06,1404/08/15
"294,690","293,560","295,030","293,720",940,0.32%,2025/11/05,1404/08/14
"293,990","293,990","295,570","294,660",580,0.2%,2025/11/04,1404/08/13
"294,590","292,740","296,390","294,080",810,0.28%,2025/11/03,1404/08/12
"296,010","294,670","296,410","294,890",1520,0.52%,2025/11/02,1404/08/11
"292,430","292,360","296,550","296,410",4170,1.43%,2025/11/01,1404/08/10
"291,790","291,790","293,260","292,240",1150,0.4%,2025/10/30,1404/08/08
"291,150","290,450","292,710","291,090",70,0.02%,2025/10/29,1404/08/07
"293,700","291,130","317,090","291,160",2980,1.02%,2025/10/28,1404/08/06
"293,870","293,420","295,850","294,140",540,0.18%,2025/10/27,1404/08/05
"291,040","291,000","296,010","293,600",2260,0.78%,2025/10/26,1404/08/04
"291,540","290,450","293,280","291,340",4170,1.43%,2025/10/25,1404/08/03
"293,720","293,700","298,030","295,510",2720,0.93%,2025/10/23,1404/08/01
"293,640","292,060","294,080","292,790",3690,1.26%,2025/10/22,1404/07/30
"289,680","288,660","297,210","296,480",6820,2.35%,2025/10/21,1404/07/29
"295,970","289,640","299,390","289,660",5400,1.86%,2025/10/20,1404/07/28
"292,290","292,200","297,210","295,060",4950,1.71%,2025/10/19,1404/07/27
"299,760","288,930","299,800","290,110",10140,3.5%,2025/10/18,1404/07/26
"299,090","299,010","303,470","300,250",1870,0.63%,2025/10/16,1404/07/24
"295,870","295,870","300,070","298,380",1900,0.64%,2025/10/15,1404/07/23
"301,280","295,600","301,290","296,480",6420,2.17%,2025/10/14,1404/07/22
"304,840","302,410","306,880","302,900",2600,0.86%,2025/10/13,1404/07/21
"306,100","303,090","307,290","305,500",1450,0.47%,2025/10/12,1404/07/20
"306,220","306,220","313,010","306,950",1700,0.55%,2025/10/11,1404/07/19
"314,900","307,720","314,910","308,650",6330,2.05%,2025/10/09,1404/07/17
"310,130","310,040","317,090","314,980",4630,1.49%,2025/10/08,1404/07/16
"302,630","301,590","310,840","310,350",7520,2.48%,2025/10/07,1404/07/15
"308,880","302,820","308,920","302,830",7320,2.42%,2025/10/06,1404/07/14
"313,700","310,070","314,250","310,150",4220,1.36%,2025/10/05,1404/07/13
"318,880","312,780","318,880","314,370",6740,2.14%,2025/10/04,1404/07/12
"315,720","315,620","321,720","321,110",6620,2.1%,2025/10/02,1404/07/10
"310,270","310,170","317,640","314,490",2620,0.84%,2025/10/01,1404/07/09
"306,300","306,270","311,980","311,870",5520,1.8%,2025/09/30,1404/07/08
"304,310","300,550","306,380","306,350",3780,1.25%,2025/09/29,1404/07/07
"308,450","300,550","308,830","302,570",5430,1.79%,2025/09/28,1404/07/06
"296,570","296,570","308,010","308,000",11810,3.99%,2025/09/27,1404/07/05
"293,550","293,330","296,980","296,190",3080,1.05%,2025/09/25,1404/07/03
"286,270","286,250","294,260","293,110",10260,3.63%,2025/09/24,1404/07/02
"284,780","280,260","284,860","282,850",1360,0.48%,2025/09/23,1404/07/01
"290,560","283,420","290,580","284,210",5120,1.8%,2025/09/22,1404/06/31
"280,670","280,670","289,360","289,330",8840,3.15%,2025/09/21,1404/06/30
"275,030","274,950","282,410","280,490",10310,3.82%,2025/09/20,1404/06/29
"271,480","269,910","271,520","270,180",1070,0.4%,2025/09/18,1404/06/27
"272,290","271,170","273,700","271,250",1180,0.44%,2025/09/17,1404/06/26
"271,160","271,140","273,420","272,430",1220,0.45%,2025/09/16,1404/06/25
"268,170","268,140","272,880","271,210",3340,1.25%,2025/09/15,1404/06/24
"267,230","267,220","270,050","267,870",850,0.32%,2025/09/14,1404/06/23
"271,060","266,680","271,140","267,020",4430,1.66%,2025/09/13,1404/06/22
"270,770","270,730","272,470","271,450",4210,1.55%,2025/09/11,1404/06/20
"275,030","272,910","275,870","275,660",650,0.24%,2025/09/09,1404/06/18
"280,330","276,210","280,640","276,310",4360,1.58%,2025/09/08,1404/06/17
"280,560","279,740","282,030","280,670",720,0.26%,2025/09/07,1404/06/16
"276,520","276,480","282,580","281,390",3420,1.23%,2025/09/06,1404/06/15
"280,550","277,940","280,640","277,970",2900,1.04%,2025/09/04,1404/06/13
"283,640","280,530","283,640","280,870",2520,0.9%,2025/09/03,1404/06/12
"289,890","283,150","290,170","283,390",4500,1.59%,2025/09/02,1404/06/11
"281,580","281,350","288,130","287,890",6040,2.14%,2025/08/31,1404/06/09
"275,970","275,900","284,860","281,850",7650,2.79%,2025/08/30,1404/06/08
"273,860","273,590","277,240","274,200",370,0.13%,2025/08/28,1404/06/06
"266,950","266,910","274,650","274,570",10410,3.94%,2025/08/27,1404/06/05
"262,260","262,150","264,330","264,160",2310,0.88%,2025/08/26,1404/06/04
"259,150","259,150","262,260","261,850",4600,1.79%,2025/08/25,1404/06/03
"260,260","255,250","266,470","257,250",2580,1%,2025/08/23,1404/06/01
"257,010","256,970","260,080","259,830",3530,1.38%,2025/08/21,1404/05/30
"255,470","255,470","257,080","256,300",1100,0.43%,2025/08/20,1404/05/29
"256,500","255,070","256,540","255,200",1450,0.57%,2025/08/19,1404/05/28
"255,540","255,470","256,670","256,650",1570,0.62%,2025/08/18,1404/05/27
"253,480","253,480","255,630","255,080",1510,0.6%,2025/08/17,1404/05/26
"255,080","253,480","255,360","253,570",2580,1.02%,2025/08/16,1404/05/25
"252,880","252,800","256,150","256,150",3260,1.29%,2025/08/13,1404/05/22
"254,390","252,650","254,400","252,890",2150,0.85%,2025/08/12,1404/05/21
"251,750","251,710","255,490","255,040",3560,1.42%,2025/08/11,1404/05/20
"250,290","250,290","251,960","251,480",340,0.14%,2025/08/10,1404/05/19
"255,200","250,760","255,230","251,140",4260,1.7%,2025/08/09,1404/05/18
"253,930","253,890","255,630","255,400",1410,0.56%,2025/08/06,1404/05/15
"254,980","253,750","255,630","253,990",1180,0.46%,2025/08/05,1404/05/14
"256,300","254,570","259,440","255,170",1240,0.49%,2025/08/04,1404/05/13
"252,730","252,540","256,440","256,410",3730,1.48%,2025/08/03,1404/05/12
"249,500","249,400","253,550","252,680",3330,1.34%,2025/08/02,1404/05/11
"247,480","247,350","249,500","249,350",1750,0.71%,2025/08/01,1404/05/10
"244,920","244,920","248,550","247,600",2630,1.07%,2025/07/30,1404/05/08
"243,890","243,810","245,010","244,970",930,0.38%,2025/07/29,1404/05/07
"243,960","243,810","244,870","244,040",210,0.09%,2025/07/28,1404/05/06
"240,980","240,950","244,340","243,830",3170,1.32%,2025/07/27,1404/05/05
"240,860","239,730","240,930","240,660",60,0.02%,2025/07/26,1404/05/04
"241,680","240,420","243,250","240,720",1170,0.49%,2025/07/25,1404/05/03
"240,900","240,680","241,890","241,890",1320,0.55%,2025/07/23,1404/05/01
"241,230","240,540","241,470","240,570",470,0.2%,2025/07/22,1404/04/31
"240,520","240,410","242,570","241,040",910,0.38%,2025/07/21,1404/04/30
"237,390","237,280","241,330","240,130",2790,1.18%,2025/07/20,1404/04/29
"239,200","237,270","239,690","237,340",2150,0.91%,2025/07/19,1404/04/28
"242,470","239,410","242,550","239,490",3170,1.32%,2025/07/18,1404/04/27
"242,940","242,040","242,970","242,660",220,0.09%,2025/07/16,1404/04/25
"242,420","242,320","243,240","242,880",720,0.3%,2025/07/15,1404/04/24
"243,620","243,540","246,370","244,840",1850,0.76%,2025/07/14,1404/04/23
"238,360","238,360","243,750","242,990",4900,2.06%,2025/07/12,1404/04/21
"240,760","237,820","240,780","238,090",3290,1.38%,2025/07/11,1404/04/20
"240,150","239,860","241,470","241,380",1140,0.47%,2025/07/09,1404/04/18
"238,180","238,180","241,280","240,240",2250,0.95%,2025/07/08,1404/04/17
"241,510","236,460","241,610","237,990",3750,1.58%,2025/07/07,1404/04/16
"247,760","241,640","247,840","241,740",8690,3.59%,2025/07/06,1404/04/15
"250,430","249,800","252,770","250,430",540,0.22%,2025/07/02,1404/04/11
"250,810","246,540","252,430","249,890",510,0.2%,2025/07/01,1404/04/10
"250,300","250,100","250,800","250,400",2370,0.96%,2025/06/30,1404/04/09
"241,210","241,130","248,860","248,030",6950,2.88%,2025/06/29,1404/04/08
"231,540","231,470","241,650","241,080",9680,4.18%,2025/06/28,1404/04/07
"228,650","228,610","231,710","231,400",2930,1.28%,2025/06/27,1404/04/06
"226,770","226,700","228,710","228,470",2090,0.92%,2025/06/11,1404/03/21
"224,180","224,100","226,390","226,380",2290,1.02%,2025/06/10,1404/03/20
"225,660","224,070","225,690","224,090",1500,0.67%,2025/06/09,1404/03/19
"225,170","225,170","225,970","225,590",530,0.24%,2025/06/08,1404/03/18
"223,810","223,790","225,130","225,060",990,0.44%,2025/06/07,1404/03/17
"224,070","224,070","224,070","224,070",1240,0.55%,2025/06/06,1404/03/16
"225,850","225,170","226,200","225,310",30,0.01%,2025/06/02,1404/03/12
"224,620","223,150","225,420","225,340",420,0.19%,2025/06/01,1404/03/11
"225,710","224,640","225,930","224,920",1340,0.6%,2025/05/31,1404/03/10
"226,470","225,880","227,180","226,260",1200,0.53%,2025/05/30,1404/03/09
"225,490","224,620","225,550","225,060",1140,0.51%,2025/05/28,1404/03/07
"226,520","226,120","226,770","226,200",360,0.16%,2025/05/27,1404/03/06
"224,960","224,900","226,640","226,560",1530,0.68%,2025/05/26,1404/03/05
"225,330","223,640","225,410","225,030",260,0.12%,2025/05/25,1404/03/04
"226,640","225,210","226,680","225,290",1570,0.7%,2025/05/24,1404/03/03
"227,740","226,570","228,320","226,860",520,0.23%,2025/05/23,1404/03/02
"225,590","224,900","226,500","226,340",1210,0.53%,2025/05/21,1404/02/31
"230,140","227,510","233,300","227,550",2470,1.09%,2025/05/20,1404/02/30
"223,780","223,680","234,920","230,020",6020,2.69%,2025/05/19,1404/02/29
"223,640","223,530","225,960","224,000",230,0.1%,2025/05/18,1404/02/28
"225,050","222,340","226,220","223,770",1470,0.66%,2025/05/17,1404/02/27
"226,990","225,160","228,260","225,240",2210,0.98%,2025/05/16,1404/02/26
"227,480","226,800","227,720","227,450",270,0.12%,2025/05/14,1404/02/24
"228,650","227,480","228,950","227,720",650,0.29%,2025/05/13,1404/02/23
"228,600","227,750","229,500","228,370",-,-,2025/05/12,1404/02/22
"227,230","227,230","229,490","228,370",790,0.35%,2025/05/11,1404/02/21
"228,250","226,930","231,800","227,580",950,0.42%,2025/05/10,1404/02/20
"224,280","224,200","228,670","228,530",1210,0.53%,2025/05/09,1404/02/19
"224,640","224,620","229,500","227,320",2830,1.26%,2025/05/07,1404/02/17
"225,280","223,260","227,360","224,490",1160,0.52%,2025/05/06,1404/02/16
"230,590","224,750","230,590","225,650",5240,2.32%,2025/05/05,1404/02/15
"235,790","229,670","235,890","230,890",4010,1.74%,2025/05/04,1404/02/14
"232,940","232,930","236,840","234,900",600,0.26%,2025/05/03,1404/02/13
"232,550","232,520","237,650","234,300",10150,4.53%,2025/05/02,1404/02/12
"222,600","222,580","224,370","224,150",1540,0.69%,2025/04/30,1404/02/10
"221,250","221,210","223,230","222,610",1110,0.5%,2025/04/29,1404/02/09
"221,310","219,040","222,730","221,500",820,0.37%,2025/04/28,1404/02/08
"227,760","222,030","227,830","222,320",3880,1.75%,2025/04/27,1404/02/07
"226,900","225,840","231,250","226,200",450,0.2%,2025/04/26,1404/02/06
"217,670","217,530","226,490","225,750",4600,2.08%,2025/04/25,1404/02/05
"222,550","219,950","222,550","221,150",-,-,2025/04/22,1404/02/02
"224,070","217,400","224,180","221,150",3130,1.42%,2025/04/21,1404/02/01
"227,250","223,660","230,190","224,280",2100,0.94%,2025/04/20,1404/01/31
"226,760","221,490","228,120","226,380",1390,0.61%,2025/04/19,1404/01/30
"232,320","227,470","236,290","227,770",6270,2.75%,2025/04/18,1404/01/29
"240,000","232,380","240,110","234,040",5240,2.24%,2025/04/16,1404/01/27
"240,570","237,550","243,100","239,280",1380,0.58%,2025/04/15,1404/01/26
"244,710","240,550","249,910","240,660",160,0.07%,2025/04/14,1404/01/25
"232,420","232,380","245,560","240,820",6730,2.87%,2025/04/13,1404/01/24
"258,810","226,970","258,810","234,090",28800,12.3%,2025/04/12,1404/01/23
"271,690","260,960","271,690","262,890",12800,4.87%,2025/04/11,1404/01/22
"273,030","272,950","278,750","275,690",2510,0.92%,2025/04/09,1404/01/20
"273,030","272,810","275,100","273,180",490,0.18%,2025/04/08,1404/01/19
"289,080","269,130","289,120","272,690",15730,5.77%,2025/04/07,1404/01/18
"285,610","285,610","288,980","288,420",2940,1.03%,2025/04/06,1404/01/17
"280,870","280,870","285,580","285,480",4580,1.63%,2025/04/05,1404/01/16
"283,950","280,710","283,950","280,900",2210,0.79%,2025/04/04,1404/01/15
"285,520","283,030","285,590","283,110",2480,0.88%,2025/03/29,1404/01/09
"285,040","284,930","286,400","285,590",4750,1.69%,2025/03/28,1404/01/08
"280,020","280,020","281,500","280,840",800,0.29%,2025/03/26,1404/01/06
"280,110","276,760","280,970","280,040",250,0.09%,2025/03/25,1404/01/05
"268,490","268,450","285,030","279,790",10840,4.03%,2025/03/24,1404/01/04
"266,460","261,290","270,080","268,950",9510,3.67%,2025/03/17,1403/12/27
"256,770","256,770","259,880","259,440",3140,1.23%,2025/03/16,1403/12/26
"251,200","251,200","256,340","256,300",5550,2.21%,2025/03/15,1403/12/25
"252,710","249,470","252,800","250,750",3160,1.26%,2025/03/14,1403/12/24
"254,930","253,910","255,790","253,910",1030,0.41%,2025/03/12,1403/12/22
"254,850","254,040","255,250","254,940",910,0.36%,2025/03/11,1403/12/21
"254,280","253,760","255,650","254,030",330,0.13%,2025/03/10,1403/12/20
"253,470","253,100","257,280","254,360",640,0.25%,2025/03/09,1403/12/19
"251,160","251,100","254,150","253,720",2700,1.08%,2025/03/08,1403/12/18
"246,840","246,830","254,020","251,020",5630,2.29%,2025/03/07,1403/12/17
"243,400","242,890","246,810","245,390",1720,0.71%,2025/03/05,1403/12/15
"248,900","243,560","248,990","243,670",5410,2.22%,2025/03/04,1403/12/14
"249,800","249,000","250,890","249,080",650,0.26%,2025/03/03,1403/12/13
"253,340","249,570","253,620","249,730",4100,1.64%,2025/03/02,1403/12/12
"253,440","251,740","256,870","253,830",340,0.13%,2025/03/01,1403/12/11
"254,390","252,820","255,100","253,490",1520,0.6%,2025/02/28,1403/12/10
"254,760","254,760","256,200","255,010",220,0.09%,2025/02/26,1403/12/08
"253,780","253,780","257,560","255,230",1990,0.79%,2025/02/25,1403/12/07
"251,760","250,080","253,590","253,240",1440,0.57%,2025/02/24,1403/12/06
"254,750","251,580","255,500","251,800",3240,1.29%,2025/02/23,1403/12/05
"256,070","253,740","256,850","255,040",2370,0.93%,2025/02/22,1403/12/04
"255,760","255,730","259,570","257,410",1390,0.54%,2025/02/21,1403/12/03
"253,490","253,490","256,640","256,020",2440,0.96%,2025/02/19,1403/12/01
"252,700","252,670","255,490","253,580",440,0.17%,2025/02/18,1403/11/30
"249,980","249,980","253,190","253,140",3250,1.3%,2025/02/17,1403/11/29
"249,620","249,540","251,000","249,890",300,0.12%,2025/02/16,1403/11/28
"249,690","246,800","250,940","249,590",110,0.04%,2025/02/15,1403/11/27
"248,580","248,300","250,310","249,480",4400,1.8%,2025/02/14,1403/11/26
"243,910","243,810","245,420","245,080",1320,0.54%,2025/02/12,1403/11/24
"244,300","241,230","244,330","243,760",520,0.21%,2025/02/11,1403/11/23
"251,070","239,000","251,780","243,240",7710,3.17%,2025/02/10,1403/11/22
"244,100","244,030","250,950","250,950",6540,2.68%,2025/02/08,1403/11/20
"237,570","237,560","244,680","244,410",9400,4%,2025/02/07,1403/11/19
"234,290","234,290","235,350","235,010",480,0.2%,2025/02/05,1403/11/17
"232,290","232,250","234,810","234,530",2170,0.93%,2025/02/04,1403/11/16
"230,300","230,210","232,480","232,360",1910,0.83%,2025/02/03,1403/11/15
"230,810","229,840","231,990","230,450",390,0.17%,2025/02/02,1403/11/14
"230,540","230,430","232,230","230,840",600,0.26%,2025/02/01,1403/11/13
"229,300","229,270","230,320","230,240",800,0.35%,2025/01/31,1403/11/12
"228,600","228,240","229,630","229,440",710,0.31%,2025/01/29,1403/11/10
"229,820","228,240","230,830","228,730",1880,0.82%,2025/01/28,1403/11/09
"230,400","229,520","231,130","230,610",80,0.03%,2025/01/26,1403/11/07
"229,730","229,510","230,710","230,530",1400,0.61%,2025/01/25,1403/11/06
"227,920","227,880","229,620","229,130",1360,0.59%,2025/01/24,1403/11/05
"226,820","226,740","230,630","230,490",3630,1.6%,2025/01/22,1403/11/03
"226,440","226,160","227,630","226,860",520,0.23%,2025/01/21,1403/11/02
"222,450","222,380","226,410","226,340",3630,1.63%,2025/01/20,1403/11/01
"221,670","221,670","223,280","222,710",1000,0.45%,2025/01/19,1403/10/30
"221,710","221,620","222,410","221,710",310,0.14%,2025/01/18,1403/10/29
"220,050","219,980","221,450","221,400",1250,0.57%,2025/01/17,1403/10/28
"221,290","219,760","221,290","220,150",1220,0.55%,2025/01/15,1403/10/26
"223,580","221,260","223,660","221,370",2460,1.11%,2025/01/14,1403/10/25
"221,650","221,620","224,320","223,830",2190,0.99%,2025/01/12,1403/10/23
"225,250","221,490","225,250","221,640",3530,1.59%,2025/01/11,1403/10/22
"223,780","223,780","225,690","225,170",1400,0.63%,2025/01/10,1403/10/21
"221,330","221,330","224,050","223,770",2140,0.97%,2025/01/08,1403/10/19
"220,710","219,810","222,100","221,630",900,0.41%,2025/01/07,1403/10/18
"219,870","219,130","221,410","220,730",2070,0.95%,2025/01/06,1403/10/17
"219,190","217,680","219,200","218,660",470,0.21%,2025/01/05,1403/10/16
"220,030","218,990","220,730","219,130",840,0.38%,2025/01/04,1403/10/15
"222,190","218,310","222,190","219,970",2230,1.01%,2025/01/03,1403/10/14
"223,910","221,800","224,050","222,200",1650,0.74%,2025/01/01,1403/10/12
"223,970","223,160","224,410","223,850",80,0.04%,2024/12/31,1403/10/11
"223,430","221,910","224,430","223,930",440,0.2%,2024/12/30,1403/10/10
"219,660","218,740","223,500","223,490",3950,1.8%,2024/12/29,1403/10/09
"223,220","219,000","224,320","219,540",3690,1.68%,2024/12/28,1403/10/08
"219,790","219,790","223,230","223,230",3420,1.56%,2024/12/27,1403/10/07
"217,300","214,820","219,830","219,810",2490,1.15%,2024/12/25,1403/10/05
"217,410","213,490","217,790","217,320",120,0.06%,2024/12/24,1403/10/04
"212,910","212,910","217,790","217,440",4490,2.11%,2024/12/23,1403/10/03
"209,100","208,860","215,250","212,950",3990,1.91%,2024/12/22,1403/10/02
"209,000","206,510","209,070","208,960",110,0.05%,2024/12/21,1403/10/01
"210,360","208,830","210,700","209,070",1260,0.6%,2024/12/20,1403/09/30
"212,020","210,190","212,030","210,330",1750,0.83%,2024/12/18,1403/09/28
"210,190","210,190","212,640","212,080",1930,0.92%,2024/12/17,1403/09/27
"208,590","208,590","211,380","210,150",1510,0.72%,2024/12/16,1403/09/26
"204,940","204,850","208,650","208,640",3290,1.6%,2024/12/15,1403/09/25
"205,260","204,880","206,210","205,350",200,0.1%,2024/12/14,1403/09/24
"200,480","200,480","205,530","205,150",4610,2.3%,2024/12/13,1403/09/23
"200,580","200,540","200,810","200,540",4527,2.31%,2024/12/11,1403/09/21
"198,860","196,010","201,350","196,013",2797,1.43%,2024/12/10,1403/09/20
"197,810","197,730","199,180","198,810",1080,0.55%,2024/12/09,1403/09/19
"197,880","197,430","198,770","197,730",20,0.01%,2024/12/08,1403/09/18
"196,580","196,300","198,450","197,750",1070,0.54%,2024/12/07,1403/09/17
"196,500","195,480","197,040","196,680",90,0.05%,2024/12/06,1403/09/16
"195,760","195,720","196,780","196,770",1030,0.53%,2024/12/03,1403/09/13
"194,300","194,300","196,090","195,740",1460,0.75%,2024/12/02,1403/09/12
"192,650","192,640","195,050","194,280",1690,0.88%,2024/12/01,1403/09/11
"193,610","192,300","194,430","192,590",1040,0.54%,2024/11/30,1403/09/10
"192,280","192,280","194,360","193,630",1340,0.7%,2024/11/29,1403/09/09
"191,360","191,260","192,330","192,290",1030,0.54%,2024/11/27,1403/09/07
"190,500","190,430","191,510","191,260",730,0.38%,2024/11/26,1403/09/06
"189,810","189,810","191,550","190,530",680,0.36%,2024/11/25,1403/09/05
"188,790","186,130","190,190","189,850",1110,0.59%,2024/11/24,1403/09/04
"192,360","187,990","192,380","188,740",3650,1.93%,2024/11/23,1403/09/03
"189,150","189,150","193,000","192,390",3210,1.7%,2024/11/22,1403/09/02
"188,700","188,700","189,820","189,180",450,0.24%,2024/11/20,1403/08/30
"188,400","188,400","189,950","188,730",400,0.21%,2024/11/19,1403/08/29
"187,180","186,930","188,590","188,330",1120,0.6%,2024/11/18,1403/08/28
"187,350","186,650","187,590","187,210",170,0.09%,2024/11/17,1403/08/27
"187,160","187,090","188,540","187,380",230,0.12%,2024/11/16,1403/08/26
"187,310","187,010","187,990","187,150",170,0.09%,2024/11/15,1403/08/25
"187,580","186,080","187,580","187,320",290,0.15%,2024/11/13,1403/08/23
"185,970","185,970","188,500","187,610",1680,0.9%,2024/11/12,1403/08/22
"183,140","182,840","186,500","185,930",2900,1.58%,2024/11/11,1403/08/21
"186,670","183,020","186,670","183,030",3620,1.98%,2024/11/10,1403/08/20
"188,910","186,570","188,910","186,650",2270,1.22%,2024/11/09,1403/08/19
"188,220","188,220","189,690","188,920",580,0.31%,2024/11/08,1403/08/18
"190,210","188,080","190,210","188,340",1900,1.01%,2024/11/06,1403/08/16
"188,130","188,020","192,810","190,240",1770,0.94%,2024/11/05,1403/08/15
"188,750","187,340","188,750","188,470",150,0.08%,2024/11/04,1403/08/14
"189,930","188,020","190,090","188,620",1270,0.67%,2024/11/03,1403/08/13
"190,550","189,510","192,530","189,890",570,0.3%,2024/11/02,1403/08/12
