"بازگشایی
؟","کمترین
؟","بیشترین
؟","پایانی
؟",میزان تغییر,درصد تغییر,تاریخ / میلادی,تاریخ / شمسی
"48,632,000","48,124,000","48,706,000","48,182,000",431000,0.89%,2024/12/11,1403/09/21
"47,572,000","47,572,000","48,678,000","48,613,000",1034000,2.17%,2024/12/10,1403/09/20
"46,940,000","46,930,000","47,579,000","47,579,000",637000,1.36%,2024/12/09,1403/09/19
"46,577,000","46,577,000","47,201,000","46,942,000",363000,0.78%,2024/12/08,1403/09/18
"46,145,000","46,081,000","46,877,000","46,579,000",429000,0.93%,2024/12/07,1403/09/17
"46,861,000","45,681,000","46,861,000","46,150,000",716000,1.55%,2024/12/06,1403/09/16
"46,212,000","46,212,000","46,937,000","46,866,000",649000,1.4%,2024/12/03,1403/09/13
"45,898,000","45,861,000","46,483,000","46,217,000",298000,0.65%,2024/12/02,1403/09/12
"45,651,000","45,587,000","45,998,000","45,919,000",270000,0.59%,2024/12/01,1403/09/11
"45,758,000","45,400,000","46,139,000","45,649,000",146000,0.32%,2024/11/30,1403/09/10
"45,617,000","45,617,000","46,519,000","45,795,000",164000,0.36%,2024/11/29,1403/09/09
"45,109,000","44,987,000","45,651,000","45,631,000",520000,1.15%,2024/11/27,1403/09/07
"44,693,000","44,679,000","45,261,000","45,111,000",408000,0.91%,2024/11/26,1403/09/06
"44,739,000","44,389,000","45,072,000","44,703,000",32000,0.07%,2024/11/25,1403/09/05
"45,663,000","44,631,000","45,705,000","44,735,000",942000,2.11%,2024/11/24,1403/09/04
"46,614,000","45,123,000","46,780,000","45,677,000",928000,2.03%,2024/11/23,1403/09/03
"45,199,000","45,199,000","47,053,000","46,605,000",1408000,3.12%,2024/11/22,1403/09/02
"44,940,000","44,940,000","45,451,000","45,197,000",247000,0.55%,2024/11/20,1403/08/30
"44,426,000","44,407,000","45,261,000","44,950,000",589000,1.33%,2024/11/19,1403/08/29
"43,583,000","43,474,000","44,670,000","44,361,000",792000,1.82%,2024/11/18,1403/08/28
"42,888,000","42,883,000","43,643,000","43,569,000",697000,1.63%,2024/11/17,1403/08/27
"42,953,000","42,768,000","43,297,000","42,872,000",90000,0.21%,2024/11/16,1403/08/26
"42,985,000","42,763,000","43,334,000","42,962,000",21000,0.05%,2024/11/15,1403/08/25
"43,761,000","42,562,000","43,761,000","42,983,000",761000,1.77%,2024/11/13,1403/08/23
"43,227,000","43,227,000","44,105,000","43,744,000",521000,1.21%,2024/11/12,1403/08/22
"42,447,000","42,447,000","43,484,000","43,223,000",760000,1.79%,2024/11/11,1403/08/21
"44,442,000","42,359,000","44,451,000","42,463,000",1995000,4.7%,2024/11/10,1403/08/20
"45,448,000","44,430,000","45,492,000","44,458,000",1009000,2.27%,2024/11/09,1403/08/19
"45,462,000","45,354,000","45,767,000","45,467,000",35000,0.08%,2024/11/08,1403/08/18
"45,661,000","45,231,000","45,806,000","45,432,000",277000,0.61%,2024/11/06,1403/08/16
"46,092,000","45,354,000","47,154,000","45,709,000",388000,0.85%,2024/11/05,1403/08/15
"46,171,000","45,700,000","46,425,000","46,097,000",88000,0.19%,2024/11/04,1403/08/14
"46,808,000","45,945,000","46,808,000","46,185,000",605000,1.31%,2024/11/03,1403/08/13
"46,596,000","46,395,000","47,418,000","46,790,000",197000,0.42%,2024/11/02,1403/08/12
"46,115,000","45,631,000","46,900,000","46,593,000",466000,1.01%,2024/11/01,1403/08/11
"47,542,000","46,083,000","47,542,000","46,127,000",1381000,2.99%,2024/10/30,1403/08/09
"46,263,000","46,254,000","47,639,000","47,508,000",1240000,2.68%,2024/10/29,1403/08/08
"45,372,000","45,354,000","46,526,000","46,268,000",905000,2%,2024/10/28,1403/08/07
"44,479,000","44,479,000","45,400,000","45,363,000",882000,1.98%,2024/10/27,1403/08/06
"43,763,000","43,763,000","44,823,000","44,481,000",713000,1.63%,2024/10/26,1403/08/05
"45,977,000","43,518,000","46,646,000","43,768,000",2202000,5.03%,2024/10/25,1403/08/04
"45,656,000","45,557,000","46,046,000","45,970,000",293000,0.64%,2024/10/23,1403/08/02
"44,365,000","44,365,000","45,908,000","45,677,000",1309000,2.95%,2024/10/22,1403/08/01
"43,241,000","43,241,000","44,370,000","44,368,000",1113000,2.57%,2024/10/21,1403/07/30
"42,775,000","42,738,000","43,479,000","43,255,000",496000,1.16%,2024/10/20,1403/07/29
"42,537,000","42,468,000","43,500,000","42,759,000",224000,0.53%,2024/10/19,1403/07/28
"41,803,000","41,803,000","42,639,000","42,535,000",741000,1.77%,2024/10/18,1403/07/27
"41,634,000","41,560,000","41,937,000","41,794,000",169000,0.41%,2024/10/16,1403/07/25
"41,018,000","41,018,000","41,752,000","41,625,000",575000,1.4%,2024/10/15,1403/07/24
"41,064,000","40,824,000","41,110,000","41,050,000",28000,0.07%,2024/10/14,1403/07/23
"40,824,000","40,824,000","41,464,000","41,078,000",259000,0.63%,2024/10/13,1403/07/22
"40,355,000","40,355,000","40,942,000","40,819,000",454000,1.12%,2024/10/12,1403/07/21
"40,935,000","40,311,000","40,935,000","40,365,000",563000,1.39%,2024/10/11,1403/07/20
"40,688,000","40,667,000","41,057,000","40,928,000",254000,0.62%,2024/10/09,1403/07/18
"40,332,000","40,284,000","40,803,000","40,674,000",328000,0.81%,2024/10/08,1403/07/17
"41,004,000","40,277,000","41,004,000","40,346,000",653000,1.62%,2024/10/07,1403/07/16
"41,383,000","40,836,000","41,383,000","40,999,000",411000,1%,2024/10/06,1403/07/15
"40,750,000","40,743,000","41,489,000","41,410,000",480000,1.17%,2024/10/05,1403/07/14
"41,046,000","39,928,000","41,046,000","40,930,000",120000,0.29%,2024/10/04,1403/07/13
"40,630,000","40,609,000","41,094,000","41,050,000",265000,0.65%,2024/10/02,1403/07/11
"40,505,000","40,018,000","40,953,000","40,785,000",284000,0.7%,2024/10/01,1403/07/10
"39,490,000","39,467,000","40,621,000","40,501,000",1125000,2.86%,2024/09/30,1403/07/09
"39,762,000","39,146,000","39,764,000","39,376,000",411000,1.04%,2024/09/29,1403/07/08
"40,258,000","39,409,000","40,258,000","39,787,000",474000,1.19%,2024/09/28,1403/07/07
"39,056,000","39,056,000","40,621,000","40,261,000",1210000,3.1%,2024/09/27,1403/07/06
"38,769,000","38,769,000","39,259,000","39,051,000",270000,0.7%,2024/09/25,1403/07/04
"39,049,000","38,691,000","39,106,000","38,781,000",291000,0.75%,2024/09/24,1403/07/03
"38,511,000","38,501,000","39,164,000","39,072,000",575000,1.49%,2024/09/23,1403/07/02
"38,058,000","37,989,000","38,548,000","38,497,000",443000,1.16%,2024/09/22,1403/07/01
"37,398,000","37,398,000","38,111,000","38,054,000",672000,1.8%,2024/09/21,1403/06/31
"37,310,000","37,246,000","37,504,000","37,382,000",69000,0.18%,2024/09/18,1403/06/28
"37,333,000","37,273,000","37,506,000","37,313,000",18000,0.05%,2024/09/17,1403/06/27
"37,112,000","37,077,000","37,527,000","37,331,000",238000,0.64%,2024/09/16,1403/06/26
"36,911,000","36,848,000","37,109,000","37,093,000",198000,0.54%,2024/09/15,1403/06/25
"37,033,000","36,793,000","37,130,000","36,895,000",168000,0.46%,2024/09/14,1403/06/24
"36,625,000","36,472,000","37,296,000","37,063,000",434000,1.18%,2024/09/13,1403/06/23
"36,488,000","36,488,000","36,701,000","36,629,000",106000,0.29%,2024/09/10,1403/06/20
"36,297,000","36,246,000","36,523,000","36,523,000",231000,0.64%,2024/09/09,1403/06/19
"36,075,000","36,050,000","36,378,000","36,292,000",226000,0.63%,2024/09/08,1403/06/18
"36,029,000","36,004,000","36,257,000","36,066,000",28000,0.08%,2024/09/07,1403/06/17
"36,472,000","35,957,000","36,472,000","36,038,000",416000,1.15%,2024/09/06,1403/06/16
"36,440,000","36,368,000","36,518,000","36,454,000",21000,0.06%,2024/09/04,1403/06/14
"36,745,000","36,396,000","36,745,000","36,433,000",321000,0.88%,2024/09/02,1403/06/12
"36,287,000","36,262,000","36,763,000","36,754,000",510000,1.41%,2024/08/31,1403/06/10
"36,338,000","36,172,000","36,417,000","36,244,000",76000,0.21%,2024/08/30,1403/06/09
"36,137,000","36,137,000","36,403,000","36,320,000",173000,0.48%,2024/08/28,1403/06/07
"35,895,000","35,883,000","36,267,000","36,147,000",264000,0.74%,2024/08/27,1403/06/06
"36,186,000","35,784,000","36,188,000","35,883,000",294000,0.82%,2024/08/26,1403/06/05
"35,874,000","35,874,000","36,500,000","36,177,000",305000,0.85%,2024/08/25,1403/06/04
"35,842,000","35,671,000","35,964,000","35,872,000",44000,0.12%,2024/08/23,1403/06/02
"35,768,000","35,763,000","36,059,000","35,828,000",69000,0.19%,2024/08/21,1403/05/31
"35,736,000","35,373,000","35,974,000","35,759,000",383000,1.08%,2024/08/20,1403/05/30
"35,593,000","35,318,000","35,971,000","35,376,000",184000,0.52%,2024/08/19,1403/05/29
"35,246,000","35,246,000","35,780,000","35,560,000",598000,1.71%,2024/08/18,1403/05/28
"34,674,000","34,521,000","35,446,000","34,775,000",104000,0.3%,2024/08/16,1403/05/26
"34,794,000","34,406,000","34,912,000","34,671,000",81000,0.23%,2024/08/14,1403/05/24
"34,969,000","34,408,000","35,482,000","34,752,000",226000,0.65%,2024/08/13,1403/05/23
"35,429,000","34,487,000","35,564,000","34,978,000",444000,1.27%,2024/08/12,1403/05/22
"34,761,000","34,450,000","35,512,000","35,422,000",739000,2.13%,2024/08/11,1403/05/21
"35,029,000","34,323,000","35,050,000","34,683,000",538000,1.55%,2024/08/10,1403/05/20
"35,606,000","34,817,000","35,606,000","35,221,000",392000,1.11%,2024/08/09,1403/05/19
"35,740,000","35,340,000","35,925,000","35,613,000",213000,0.6%,2024/08/07,1403/05/17
"35,175,000","35,022,000","35,897,000","35,826,000",628000,1.78%,2024/08/06,1403/05/16
"35,417,000","35,135,000","35,823,000","35,198,000",404000,1.15%,2024/08/05,1403/05/15
"36,001,000","35,179,000","36,001,000","35,602,000",397000,1.12%,2024/08/04,1403/05/14
"36,468,000","35,713,000","36,553,000","35,999,000",976000,2.71%,2024/08/03,1403/05/13
"36,193,000","35,925,000","37,082,000","36,975,000",819000,2.27%,2024/08/02,1403/05/12
"35,671,000","35,593,000","36,204,000","36,156,000",529000,1.48%,2024/07/31,1403/05/10
"34,621,000","33,840,000","35,696,000","35,627,000",1011000,2.92%,2024/07/30,1403/05/09
"34,265,000","33,850,000","34,805,000","34,616,000",337000,0.98%,2024/07/29,1403/05/08
"34,050,000","34,050,000","34,415,000","34,279,000",217000,0.64%,2024/07/28,1403/05/07
"33,877,000","33,840,000","34,265,000","34,062,000",180000,0.53%,2024/07/27,1403/05/06
"33,725,000","33,725,000","34,101,000","33,882,000",148000,0.44%,2024/07/26,1403/05/05
"33,746,000","33,639,000","33,803,000","33,734,000",224000,0.66%,2024/07/24,1403/05/03
"33,746,000","33,489,000","34,101,000","33,958,000",328000,0.98%,2024/07/23,1403/05/02
"33,515,000","33,489,000","33,963,000","33,630,000",194000,0.58%,2024/07/22,1403/05/01
"33,612,000","33,090,000","33,612,000","33,436,000",95000,0.28%,2024/07/21,1403/04/31
"33,628,000","33,205,000","33,963,000","33,531,000",90000,0.27%,2024/07/20,1403/04/30
"33,877,000","33,148,000","33,877,000","33,621,000",261000,0.78%,2024/07/19,1403/04/29
"33,956,000","33,817,000","34,420,000","33,882,000",81000,0.24%,2024/07/17,1403/04/27
"34,194,000","33,935,000","34,689,000","33,963,000",23000,0.07%,2024/07/16,1403/04/26
"33,843,000","33,843,000","34,104,000","33,986,000",141000,0.42%,2024/07/13,1403/04/23
"33,623,000","33,432,000","33,990,000","33,845,000",122000,0.36%,2024/07/12,1403/04/22
"33,616,000","33,425,000","33,729,000","33,723,000",153000,0.46%,2024/07/10,1403/04/20
"33,402,000","33,078,000","33,965,000","33,570,000",161000,0.48%,2024/07/09,1403/04/19
"33,935,000","33,201,000","33,940,000","33,409,000",399000,1.19%,2024/07/08,1403/04/18
"34,092,000","33,771,000","34,127,000","33,808,000",446000,1.32%,2024/07/07,1403/04/17
"34,341,000","34,187,000","34,551,000","34,254,000",67000,0.2%,2024/07/06,1403/04/16
"34,669,000","34,032,000","34,743,000","34,321,000",618000,1.8%,2024/07/05,1403/04/15
"34,817,000","34,755,000","35,050,000","34,939,000",129000,0.37%,2024/07/03,1403/04/13
"34,796,000","34,393,000","34,942,000","34,810,000",25000,0.07%,2024/07/02,1403/04/12
"35,200,000","34,708,000","35,463,000","34,785,000",521000,1.5%,2024/07/01,1403/04/11
"35,486,000","35,043,000","35,486,000","35,306,000",176000,0.5%,2024/06/30,1403/04/10
"35,131,000","34,825,000","35,685,000","35,482,000",358000,1.02%,2024/06/29,1403/04/09
"34,978,000","34,441,000","35,295,000","35,124,000",143000,0.41%,2024/06/28,1403/04/08
"34,378,000","34,221,000","35,085,000","34,981,000",600000,1.75%,2024/06/26,1403/04/06
"34,438,000","33,480,000","34,556,000","34,381,000",223000,0.65%,2024/06/25,1403/04/05
"34,127,000","34,127,000","34,715,000","34,604,000",507000,1.49%,2024/06/23,1403/04/03
"33,635,000","33,536,000","34,207,000","34,097,000",460000,1.37%,2024/06/22,1403/04/02
"33,667,000","33,446,000","33,711,000","33,637,000",32000,0.1%,2024/06/21,1403/04/01
"33,561,000","33,415,000","33,748,000","33,669,000",46700,0.14%,2024/06/19,1403/03/30
"33,491,200","33,018,900","33,914,800","33,622,300",63300,0.19%,2024/06/18,1403/03/29
"33,448,000","33,171,000","33,653,000","33,559,000",99000,0.3%,2024/06/17,1403/03/28
"33,501,000","33,379,000","33,780,000","33,658,000",159000,0.47%,2024/06/15,1403/03/26
"33,122,000","33,115,000","33,642,000","33,499,000",386000,1.17%,2024/06/14,1403/03/25
"33,217,000","33,055,000","33,217,000","33,113,000",106000,0.32%,2024/06/12,1403/03/23
"32,977,000","32,917,000","33,249,000","33,219,000",238000,0.72%,2024/06/11,1403/03/22
"33,102,000","32,928,000","33,252,000","32,981,000",141000,0.43%,2024/06/10,1403/03/21
"33,337,000","32,855,000","33,388,000","33,122,000",208000,0.63%,2024/06/09,1403/03/20
"33,321,000","33,055,000","33,559,000","33,330,000",2000,0.01%,2024/06/08,1403/03/19
"33,676,000","33,212,000","33,688,000","33,328,000",378000,1.13%,2024/06/07,1403/03/18
"33,589,000","33,517,000","33,766,000","33,706,000",110000,0.33%,2024/06/05,1403/03/16
"33,942,000","33,277,000","33,942,000","33,596,000",339000,1.01%,2024/06/04,1403/03/15
"33,346,000","33,109,000","34,046,000","33,935,000",600000,1.8%,2024/06/01,1403/03/12
"33,693,000","33,107,000","33,693,000","33,335,000",355000,1.06%,2024/05/31,1403/03/11
"33,817,000","33,517,000","33,850,000","33,690,000",12000,0.04%,2024/05/29,1403/03/09
"33,963,000","33,429,000","34,256,000","33,702,000",263000,0.78%,2024/05/28,1403/03/08
"33,506,000","33,496,000","34,517,000","33,965,000",423000,1.26%,2024/05/27,1403/03/07
"32,896,000","32,702,000","33,695,000","33,542,000",648000,1.97%,2024/05/26,1403/03/06
"32,764,000","32,455,000","33,238,000","32,894,000",116000,0.35%,2024/05/25,1403/03/05
"33,265,000","32,432,000","33,265,000","32,778,000",490000,1.49%,2024/05/24,1403/03/04
"33,001,000","32,986,000","33,328,000","33,268,000",94000,0.28%,2024/05/22,1403/03/02
"33,622,300","32,671,400","33,834,100","33,362,000",190000,0.57%,2024/05/21,1403/03/01
"33,693,000","32,873,000","33,870,000","33,552,000",145000,0.43%,2024/05/20,1403/02/31
"35,999,000","33,125,000","35,999,000","33,697,000",2311000,6.86%,2024/05/19,1403/02/30
"33,065,000","32,986,000","36,105,000","36,008,000",2950000,8.92%,2024/05/18,1403/02/29
"33,635,000","33,032,000","33,947,000","33,058,000",584000,1.77%,2024/05/17,1403/02/28
"33,713,000","33,517,000","34,164,000","33,642,000",81000,0.24%,2024/05/15,1403/02/26
"33,469,000","33,263,000","33,953,000","33,723,000",247000,0.74%,2024/05/14,1403/02/25
"33,469,000","33,226,000","33,838,000","33,476,000",10000,0.03%,2024/05/13,1403/02/24
"33,681,000","33,194,000","33,746,000","33,466,000",282000,0.84%,2024/05/12,1403/02/23
"34,104,000","33,563,000","34,222,000","33,748,000",302000,0.89%,2024/05/11,1403/02/22
"34,090,000","34,023,000","34,515,000","34,050,000",35000,0.1%,2024/05/10,1403/02/21
"34,140,000","33,924,000","34,274,000","34,085,000",85000,0.25%,2024/05/08,1403/02/19
"34,286,000","33,750,000","34,323,000","34,170,000",109000,0.32%,2024/05/07,1403/02/18
"34,531,000","33,840,000","34,678,000","34,279,000",688000,2.01%,2024/05/06,1403/02/17
"33,653,000","33,496,000","35,087,000","34,967,000",1337000,3.98%,2024/05/05,1403/02/16
"34,496,000","33,355,000","34,496,000","33,630,000",857000,2.55%,2024/05/04,1403/02/15
"34,357,000","34,316,000","34,865,000","34,487,000",116000,0.34%,2024/05/01,1403/02/12
"34,600,000","34,013,000","34,600,000","34,371,000",199000,0.58%,2024/04/30,1403/02/11
"34,985,000","34,371,000","35,777,000","34,570,000",434000,1.26%,2024/04/29,1403/02/10
"33,263,000","33,240,000","35,216,000","35,004,000",1739000,5.23%,2024/04/28,1403/02/09
"34,369,000","33,132,000","34,501,000","33,265,000",1095000,3.29%,2024/04/27,1403/02/08
"35,228,000","34,325,000","35,228,000","34,360,000",872000,2.54%,2024/04/26,1403/02/07
"35,341,000","34,955,000","35,509,000","35,232,000",107000,0.3%,2024/04/24,1403/02/05
"35,606,000","35,018,000","35,717,000","35,339,000",300000,0.85%,2024/04/23,1403/02/04
"36,405,000","35,341,000","36,481,000","35,639,000",771000,2.16%,2024/04/22,1403/02/03
"37,119,000","36,248,000","37,144,000","36,410,000",716000,1.97%,2024/04/21,1403/02/02
"36,590,000","36,518,000","37,310,000","37,126,000",506000,1.38%,2024/04/20,1403/02/01
"37,696,000","36,565,000","37,696,000","36,620,000",1678000,4.58%,2024/04/19,1403/01/31
"37,980,000","37,657,000","38,663,000","38,298,000",30000,0.08%,2024/04/17,1403/01/29
"37,899,000","37,303,000","38,536,000","38,268,000",376000,0.99%,2024/04/16,1403/01/28
"37,495,000","36,943,000","38,241,000","37,892,000",459000,1.23%,2024/04/15,1403/01/27
"37,379,000","36,241,000","37,571,000","37,433,000",84000,0.22%,2024/04/14,1403/01/26
"38,772,000","36,478,000","39,344,000","37,349,000",1441000,3.86%,2024/04/13,1403/01/25
"37,310,000","37,059,000","38,972,000","38,790,000",2553000,7.05%,2024/04/12,1403/01/24
"35,297,000","35,297,000","36,525,000","36,237,000",977000,2.77%,2024/04/08,1403/01/20
"35,604,000","34,755,000","36,050,000","35,260,000",268000,0.76%,2024/04/07,1403/01/19
"36,290,000","35,105,000","37,033,000","35,528,000",1281000,3.61%,2024/04/06,1403/01/18
"35,937,000","35,757,000","37,056,000","36,809,000",861000,2.4%,2024/04/05,1403/01/17
"35,486,000","34,902,000","36,613,000","35,948,000",450000,1.27%,2024/04/03,1403/01/15
"34,362,000","34,348,000","35,558,000","35,498,000",1143000,3.33%,2024/04/02,1403/01/14
"32,388,000","32,386,000","34,563,000","34,355,000",1270000,3.84%,2024/04/01,1403/01/13
"32,758,000","32,386,000","33,365,000","33,085,000",351000,1.07%,2024/03/29,1403/01/10
"32,388,000","32,381,000","32,811,000","32,734,000",129000,0.4%,2024/03/27,1403/01/08
"32,224,000","32,197,000","32,647,000","32,605,000",378000,1.17%,2024/03/26,1403/01/07
"32,254,000","31,913,000","32,395,000","32,227,000",50000,0.16%,2024/03/25,1403/01/06
"32,617,000","31,405,000","32,626,000","32,277,000",349000,1.08%,2024/03/24,1403/01/05
"32,545,000","32,545,000","32,626,000","32,626,000",90000,0.28%,2024/03/23,1403/01/04
"32,026,000","32,023,000","32,557,000","32,536,000",529000,1.65%,2024/03/17,1402/12/27
"31,389,000","31,347,000","32,049,000","32,007,000",625000,1.99%,2024/03/16,1402/12/26
"31,111,000","30,920,000","31,391,000","31,382,000",305000,0.98%,2024/03/15,1402/12/25
"30,839,000","30,839,000","31,215,000","31,077,000",229000,0.74%,2024/03/13,1402/12/23
"30,765,000","30,518,000","30,941,000","30,848,000",86000,0.28%,2024/03/12,1402/12/22
"30,966,000","30,846,000","31,213,000","30,934,000",378000,1.22%,2024/03/11,1402/12/21
"31,015,000","30,901,000","31,522,000","31,312,000",401000,1.3%,2024/03/10,1402/12/20
"31,379,000","30,756,000","31,405,000","30,911,000",598000,1.93%,2024/03/09,1402/12/19
"31,899,000","31,442,000","32,176,000","31,509,000",373800,1.19%,2024/03/08,1402/12/18
"31,162,000","30,946,900","32,090,000","31,882,800",9200,0.03%,2024/03/06,1402/12/16
"31,079,000","31,070,000","32,051,000","31,892,000",247000,0.78%,2024/03/05,1402/12/15
"30,429,100","29,790,000","32,163,900","31,645,000",575000,1.85%,2024/03/04,1402/12/14
"29,881,000","29,881,000","31,359,000","31,070,000",1198000,4.01%,2024/03/03,1402/12/13
"29,899,000","29,662,000","29,959,000","29,872,000",30000,0.1%,2024/03/02,1402/12/12
"28,994,000","28,994,000","30,262,000","29,902,000",901000,3.11%,2024/03/01,1402/12/11
"28,990,000","28,937,000","29,082,000","29,001,000",13000,0.04%,2024/02/28,1402/12/09
"29,177,000","28,831,000","29,230,000","28,988,000",120000,0.41%,2024/02/27,1402/12/08
"28,757,000","28,757,000","29,209,000","29,108,000",337000,1.17%,2024/02/26,1402/12/07
"28,637,000","28,618,000","28,826,000","28,771,000",130000,0.45%,2024/02/25,1402/12/06
"28,325,000","28,323,000","28,771,000","28,641,000",228000,0.8%,2024/02/23,1402/12/04
"28,260,000","28,260,000","28,505,000","28,413,000",143000,0.51%,2024/02/21,1402/12/02
"28,046,000","28,046,000","28,309,000","28,270,000",280000,1%,2024/02/20,1402/12/01
"28,226,000","27,863,000","28,309,000","27,990,000",254000,0.91%,2024/02/19,1402/11/30
"28,106,000","28,103,000","28,429,000","28,244,000",76000,0.27%,2024/02/18,1402/11/29
"27,732,000","27,722,000","28,066,000","28,055,000",289000,1.04%,2024/02/16,1402/11/27
"27,568,000","27,510,000","27,801,000","27,766,000",191000,0.69%,2024/02/14,1402/11/25
"27,445,000","27,376,000","27,575,000","27,575,000",146000,0.53%,2024/02/13,1402/11/24
"27,492,000","27,374,000","27,683,000","27,429,000",65000,0.24%,2024/02/12,1402/11/23
"27,542,000","27,475,000","27,840,000","27,494,000",41000,0.15%,2024/02/11,1402/11/22
"27,838,000","27,145,000","27,847,000","27,535,000",347000,1.26%,2024/02/09,1402/11/20
"27,618,000","27,399,000","27,962,000","27,882,000",194100,0.7%,2024/02/06,1402/11/17
"27,526,100","27,088,400","28,122,600","27,687,900",59900,0.22%,2024/02/05,1402/11/16
"27,510,000","26,231,000","27,755,000","27,628,000",81000,0.29%,2024/02/04,1402/11/15
"27,999,000","27,284,000","28,034,000","27,547,000",268000,0.97%,2024/02/03,1402/11/14
"28,849,000","27,757,000","28,976,000","27,815,000",124500,0.45%,2024/02/02,1402/11/13
"28,711,200","27,674,000","29,256,700","27,939,500",902500,3.23%,2024/01/31,1402/11/11
"27,972,000","27,965,000","29,579,000","28,842,000",266000,0.92%,2024/01/30,1402/11/10
"29,096,000","27,595,000","29,869,000","29,108,000",17000,0.06%,2024/01/29,1402/11/09
"27,965,000","27,953,000","29,232,000","29,091,000",1119000,4%,2024/01/28,1402/11/08
"28,043,000","27,824,000","28,136,000","27,972,000",76000,0.27%,2024/01/27,1402/11/07
"27,522,000","27,522,000","28,136,000","28,048,000",520000,1.89%,2024/01/26,1402/11/06
"27,508,000","27,429,000","27,690,000","27,528,000",212000,0.78%,2024/01/23,1402/11/03
"27,083,000","27,071,000","27,318,000","27,316,000",208000,0.77%,2024/01/22,1402/11/02
"27,041,000","26,958,000","27,224,000","27,108,000",113000,0.42%,2024/01/21,1402/11/01
"27,249,000","27,011,000","27,522,000","27,221,000",72000,0.26%,2024/01/20,1402/10/30
"26,956,000","26,716,000","27,305,000","27,293,000",349000,1.3%,2024/01/19,1402/10/29
"27,011,000","26,889,000","27,154,000","26,944,000",153000,0.57%,2024/01/17,1402/10/27
"26,774,000","26,540,000","27,224,000","27,097,000",360000,1.35%,2024/01/16,1402/10/26
"26,575,000","26,559,000","26,921,000","26,737,000",160000,0.6%,2024/01/15,1402/10/25
"26,563,000","26,430,000","26,670,000","26,577,000",25000,0.09%,2024/01/14,1402/10/24
"26,917,000","26,462,000","27,263,000","26,552,000",369000,1.39%,2024/01/13,1402/10/23
"26,367,000","26,314,000","26,981,000","26,921,000",782000,2.99%,2024/01/12,1402/10/22
"26,074,000","26,049,000","26,196,000","26,139,000",53000,0.2%,2024/01/10,1402/10/20
"25,952,000","25,896,000","26,118,000","26,086,000",139000,0.54%,2024/01/09,1402/10/19
"25,663,000","25,640,000","25,956,000","25,947,000",289000,1.13%,2024/01/08,1402/10/18
"25,825,000","25,559,000","25,887,000","25,658,000",162000,0.63%,2024/01/07,1402/10/17
"25,691,000","25,617,000","25,882,000","25,820,000",143000,0.56%,2024/01/06,1402/10/16
"25,624,000","25,416,000","25,707,000","25,677,000",30000,0.12%,2024/01/05,1402/10/15
"25,624,000","25,608,000","25,820,000","25,647,000",143000,0.56%,2024/01/03,1402/10/13
"25,446,000","25,344,000","25,582,000","25,504,000",53000,0.21%,2024/01/02,1402/10/12
"25,243,000","25,243,000","25,527,000","25,451,000",199000,0.79%,2024/01/01,1402/10/11
"25,047,000","25,047,000","25,264,000","25,252,000",203000,0.81%,2023/12/31,1402/10/10
"25,208,000","25,012,000","25,217,000","25,049,000",106000,0.42%,2023/12/30,1402/10/09
"25,024,000","25,024,000","25,201,000","25,155,000",136000,0.54%,2023/12/29,1402/10/08
"25,067,000","25,003,000","25,109,000","25,019,000",41000,0.16%,2023/12/27,1402/10/06
"24,756,000","24,756,000","25,084,000","25,060,000",295000,1.19%,2023/12/26,1402/10/05
"24,788,000","24,753,000","24,982,000","24,765,000",210000,0.86%,2023/12/25,1402/10/04
"24,555,000","24,555,000","24,555,000","24,555,000",136000,0.55%,2023/12/24,1402/10/03
"24,887,000","24,659,000","24,890,000","24,691,000",192000,0.78%,2023/12/23,1402/10/02
"24,726,000","24,721,000","24,970,000","24,883,000",245000,0.99%,2023/12/22,1402/10/01
"24,543,000","24,421,000","24,696,000","24,638,000",61700,0.25%,2023/12/20,1402/09/29
"24,526,000","24,302,800","24,979,300","24,576,300",33300,0.14%,2023/12/19,1402/09/28
"24,481,000","24,400,000","24,562,000","24,543,000",67000,0.27%,2023/12/18,1402/09/27
"24,606,000","24,453,000","24,608,000","24,476,000",93000,0.38%,2023/12/17,1402/09/26
"24,435,000","24,435,000","24,670,000","24,569,000",254000,1.03%,2023/12/15,1402/09/24
"24,499,000","24,421,000","24,885,000","24,823,000",330000,1.35%,2023/12/13,1402/09/22
"24,453,000","24,400,000","24,523,000","24,493,000",49000,0.2%,2023/12/12,1402/09/21
"24,375,000","24,370,000","24,573,000","24,444,000",62000,0.25%,2023/12/11,1402/09/20
"24,539,000","24,363,000","24,553,000","24,382,000",159000,0.65%,2023/12/10,1402/09/19
"24,509,000","24,493,000","24,587,000","24,541,000",28000,0.11%,2023/12/09,1402/09/18
"24,751,000","24,439,000","24,751,000","24,513,000",243000,0.99%,2023/12/08,1402/09/17
"24,617,000","24,603,000","24,772,000","24,756,000",83000,0.34%,2023/12/06,1402/09/15
"24,947,000","24,509,000","24,947,000","24,673,000",281000,1.14%,2023/12/05,1402/09/14
"24,853,000","24,740,000","24,964,000","24,954,000",25000,0.1%,2023/12/04,1402/09/13
"25,312,000","24,869,000","25,351,000","24,929,000",307000,1.23%,2023/12/03,1402/09/12
"25,284,000","25,139,000","25,312,000","25,236,000",18000,0.07%,2023/12/02,1402/09/11
